QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote
USGALLUP.872.Q01A,No opinion,14,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,06/4/1973,Gallup Organization,,Gallup Poll (AIPO),06/1/1973,06/4/1973,Y,National Adult,1560,,Face-to-face interview,
USGALLUP.927.Q01,Approve,44,DO YOU APPROVE OR DISAPPROVE OF THE WAY FORD IS HANDLING HIS JOB AS PRESIDENT?,,,04/7/1975,Gallup Organization,,Gallup Poll (AIPO),04/4/1975,04/7/1975,Y,National Adult,1535,,Face-to-face interview,
USGALLUP.927.Q01,Disapprove,37,DO YOU APPROVE OR DISAPPROVE OF THE WAY FORD IS HANDLING HIS JOB AS PRESIDENT?,,,04/7/1975,Gallup Organization,,Gallup Poll (AIPO),04/4/1975,04/7/1975,Y,National Adult,1535,,Face-to-face interview,
USGALLUP.927.Q01,No opinion,20,DO YOU APPROVE OR DISAPPROVE OF THE WAY FORD IS HANDLING HIS JOB AS PRESIDENT?,,,04/7/1975,Gallup Organization,,Gallup Poll (AIPO),04/4/1975,04/7/1975,Y,National Adult,1535,,Face-to-face interview,
USGALLUP.828.Q001,Approve,50,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,04/26/1971,Gallup Organization,,Gallup Poll (AIPO),04/23/1971,04/26/1971,Y,National Adult,1626,,Face-to-face interview,
USGALLUP.828.Q001,Disapprove,38,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,04/26/1971,Gallup Organization,,Gallup Poll (AIPO),04/23/1971,04/26/1971,Y,National Adult,1626,,Face-to-face interview,
USGALLUP.828.Q001,No opinion,12,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,04/26/1971,Gallup Organization,,Gallup Poll (AIPO),04/23/1971,04/26/1971,Y,National Adult,1626,,Face-to-face interview,
USGALLUP.791.Q001,Approve,56,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,10/22/1969,Gallup Organization,,Gallup Poll (AIPO),10/17/1969,10/22/1969,Y,National Adult,1543,,Face-to-face interview,
USGALLUP.791.Q001,Disapprove,29,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,10/22/1969,Gallup Organization,,Gallup Poll (AIPO),10/17/1969,10/22/1969,Y,National Adult,1543,,Face-to-face interview,
USGALLUP.791.Q001,No opinion,15,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,10/22/1969,Gallup Organization,,Gallup Poll (AIPO),10/17/1969,10/22/1969,Y,National Adult,1543,,Face-to-face interview,
USGALLUP.902.Q1,Approve,25,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,05/6/1974,Gallup Organization,,Gallup Poll (AIPO),05/3/1974,05/6/1974,Y,National Adult,759,,Face-to-face interview,
USGALLUP.902.Q1,Disapprove,58,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,05/6/1974,Gallup Organization,,Gallup Poll (AIPO),05/3/1974,05/6/1974,Y,National Adult,759,,Face-to-face interview,
USGALLUP.902.Q1,No opinion,17,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,05/6/1974,Gallup Organization,,Gallup Poll (AIPO),05/3/1974,05/6/1974,Y,National Adult,759,,Face-to-face interview,
USGALLUP.844.Q012,Approve,52,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,02/7/1972,Gallup Organization,,Gallup Poll (AIPO),02/4/1972,02/7/1972,Y,National adult,1502,,Face-to-face interview,
USGALLUP.844.Q012,Disapprove,37,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,02/7/1972,Gallup Organization,,Gallup Poll (AIPO),02/4/1972,02/7/1972,Y,National adult,1502,,Face-to-face interview,
USGALLUP.844.Q012,No opinion,11,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,02/7/1972,Gallup Organization,,Gallup Poll (AIPO),02/4/1972,02/7/1972,Y,National adult,1502,,Face-to-face interview,
USGALLUP.811.Q01,Approve,55,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,08/2/1970,Gallup Organization,,Gallup Poll (AIPO),07/31/1970,08/2/1970,Y,National Adult,1500,,Face-to-face interview,
USGALLUP.811.Q01,Disapprove,32,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,08/2/1970,Gallup Organization,,Gallup Poll (AIPO),07/31/1970,08/2/1970,Y,National Adult,1500,,Face-to-face interview,
USGALLUP.811.Q01,"NO OPINION, DON'T KNOW",14,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,08/2/1970,Gallup Organization,,Gallup Poll (AIPO),07/31/1970,08/2/1970,Y,National Adult,1500,,Face-to-face interview,
USGALLUP.914.Q011,Approve,66,DO YOU APPROVE OR DISAPPROVE OF THE WAY FORD IS HANDLING HIS JOB AS PRESIDENT?,,,09/9/1974,Gallup Organization,,Gallup Poll (AIPO),09/6/1974,09/9/1974,Y,National adult,1583,,Face-to-face interview,
USGALLUP.914.Q011,Disapprove,13,DO YOU APPROVE OR DISAPPROVE OF THE WAY FORD IS HANDLING HIS JOB AS PRESIDENT?,,,09/9/1974,Gallup Organization,,Gallup Poll (AIPO),09/6/1974,09/9/1974,Y,National adult,1583,,Face-to-face interview,
USGALLUP.914.Q011,No opinion,21,DO YOU APPROVE OR DISAPPROVE OF THE WAY FORD IS HANDLING HIS JOB AS PRESIDENT?,,,09/9/1974,Gallup Organization,,Gallup Poll (AIPO),09/6/1974,09/9/1974,Y,National adult,1583,,Face-to-face interview,
USGALLUP.861.Q001,Approve,59,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,12/11/1972,Gallup Organization,,Gallup Poll (AIPO),12/8/1972,12/11/1972,Y,National Adult,1504,,Face-to-face interview,
USGALLUP.861.Q001,Disapprove,30,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,12/11/1972,Gallup Organization,,Gallup Poll (AIPO),12/8/1972,12/11/1972,Y,National Adult,1504,,Face-to-face interview,
USGALLUP.861.Q001,No opinion,11,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,12/11/1972,Gallup Organization,,Gallup Poll (AIPO),12/8/1972,12/11/1972,Y,National Adult,1504,,Face-to-face interview,
USGALLUP.945.R05,Approve,46,Do you approve or disapprove of the way Ford is handling his job as President?,,,02/2/1976,Gallup Organization,,Gallup Poll (AIPO),01/30/1976,02/2/1976,Y,National Adult,1571,,Face-to-face interview,
USGALLUP.945.R05,Disapprove,40,Do you approve or disapprove of the way Ford is handling his job as President?,,,02/2/1976,Gallup Organization,,Gallup Poll (AIPO),01/30/1976,02/2/1976,Y,National Adult,1571,,Face-to-face interview,
USGALLUP.945.R05,No opinion,14,Do you approve or disapprove of the way Ford is handling his job as President?,,,02/2/1976,Gallup Organization,,Gallup Poll (AIPO),01/30/1976,02/2/1976,Y,National Adult,1571,,Face-to-face interview,
USGALLUP.971.Q001A,Approve,72,Do you approve or disapprove of the way Carter is handling his job as President?,,,03/28/1977,Gallup Organization,,Gallup Poll,03/25/1977,03/28/1977,Y,National Adult,1550,,Face-to-face interview,
USGALLUP.971.Q001A,Disapprove,10,Do you approve or disapprove of the way Carter is handling his job as President?,,,03/28/1977,Gallup Organization,,Gallup Poll,03/25/1977,03/28/1977,Y,National Adult,1550,,Face-to-face interview,
USGALLUP.971.Q001A,No opinion,18,Do you approve or disapprove of the way Carter is handling his job as President?,,,03/28/1977,Gallup Organization,,Gallup Poll,03/25/1977,03/28/1977,Y,National Adult,1550,,Face-to-face interview,
USGALLUP.825.Q001,Approve,50,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,03/14/1971,Gallup Organization,,Gallup Poll (AIPO),03/11/1971,03/14/1971,Y,National Adult,1561,,Face-to-face interview,
USGALLUP.825.Q001,Disapprove,37,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,03/14/1971,Gallup Organization,,Gallup Poll (AIPO),03/11/1971,03/14/1971,Y,National Adult,1561,,Face-to-face interview,
USGALLUP.825.Q001,No opinion,13,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,03/14/1971,Gallup Organization,,Gallup Poll (AIPO),03/11/1971,03/14/1971,Y,National Adult,1561,,Face-to-face interview,
USGALLUP.928.Q001,Approve,39,DO YOU APPROVE OR DISAPPROVE OF THE WAY FORD IS HANDLING HIS JOB AS PRESIDENT?,,,04/21/1975,Gallup Organization,,Gallup Poll (AIPO),04/18/1975,04/21/1975,Y,National Adult,1599,,Face-to-face interview,
USGALLUP.928.Q001,Disapprove,46,DO YOU APPROVE OR DISAPPROVE OF THE WAY FORD IS HANDLING HIS JOB AS PRESIDENT?,,,04/21/1975,Gallup Organization,,Gallup Poll (AIPO),04/18/1975,04/21/1975,Y,National Adult,1599,,Face-to-face interview,
USGALLUP.928.Q001,No opinion,15,DO YOU APPROVE OR DISAPPROVE OF THE WAY FORD IS HANDLING HIS JOB AS PRESIDENT?,,,04/21/1975,Gallup Organization,,Gallup Poll (AIPO),04/18/1975,04/21/1975,Y,National Adult,1599,,Face-to-face interview,
USGALLUP.899.R01,Approve,25,Do you approve or disapprove of the way Nixon is handling his job as President?,,,04/15/1974,Gallup Organization,,Gallup Poll (AIPO),04/12/1974,04/15/1974,Y,National Adult,1621,,Face-to-face interview,
USGALLUP.899.R01,Disapprove,62,Do you approve or disapprove of the way Nixon is handling his job as President?,,,04/15/1974,Gallup Organization,,Gallup Poll (AIPO),04/12/1974,04/15/1974,Y,National Adult,1621,,Face-to-face interview,
USGALLUP.899.R01,No opinion,13,Do you approve or disapprove of the way Nixon is handling his job as President?,,,04/15/1974,Gallup Organization,,Gallup Poll (AIPO),04/12/1974,04/15/1974,Y,National Adult,1621,,Face-to-face interview,
USGALLUP.941.Q01,Approve,46,DO YOU APPROVE OR DISAPPROVE OF THE WAY FORD IS HANDLING HIS JOB AS PRESIDENT?,,,12/8/1975,Gallup Organization,,Gallup Poll (AIPO),12/5/1975,12/8/1975,Y,National Adult,1543,,Face-to-face interview,
USGALLUP.941.Q01,Disapprove,37,DO YOU APPROVE OR DISAPPROVE OF THE WAY FORD IS HANDLING HIS JOB AS PRESIDENT?,,,12/8/1975,Gallup Organization,,Gallup Poll (AIPO),12/5/1975,12/8/1975,Y,National Adult,1543,,Face-to-face interview,
USGALLUP.941.Q01,No opinion,17,DO YOU APPROVE OR DISAPPROVE OF THE WAY FORD IS HANDLING HIS JOB AS PRESIDENT?,,,12/8/1975,Gallup Organization,,Gallup Poll (AIPO),12/5/1975,12/8/1975,Y,National Adult,1543,,Face-to-face interview,
USGALLUP.862.Q001,Approve,51,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,01/15/1973,Gallup Organization,,Gallup Poll (AIPO),01/12/1973,01/15/1973,Y,National Adult,1549,,Face-to-face interview,
USGALLUP.862.Q001,Disapprove,37,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,01/15/1973,Gallup Organization,,Gallup Poll (AIPO),01/12/1973,01/15/1973,Y,National Adult,1549,,Face-to-face interview,
USGALLUP.862.Q001,No opinion,12,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,01/15/1973,Gallup Organization,,Gallup Poll (AIPO),01/12/1973,01/15/1973,Y,National Adult,1549,,Face-to-face interview,
USGALLUP.854.Q01,Approve,57,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,06/26/1972,Gallup Organization,,Gallup Poll (AIPO),06/23/1972,06/26/1972,Y,National Adult,1535,,Face-to-face interview,
USGALLUP.854.Q01,Disapprove,33,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,06/26/1972,Gallup Organization,,Gallup Poll (AIPO),06/23/1972,06/26/1972,Y,National Adult,1535,,Face-to-face interview,
USGALLUP.854.Q01,No opinion,10,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,06/26/1972,Gallup Organization,,Gallup Poll (AIPO),06/23/1972,06/26/1972,Y,National Adult,1535,,Face-to-face interview,
USGALLUP.760.Q011,Approve,50,DO YOU APPROVE OR DISAPPROVE OF THE WAY JOHNSON IS HANDLING HIS JOB AS PRESIDENT?,,,04/9/1968,Gallup Organization,,Gallup Poll (AIPO),04/4/1968,04/9/1968,Y,National adult,1504,,Face-to-face interview,
USGALLUP.760.Q011,Disapprove,38,DO YOU APPROVE OR DISAPPROVE OF THE WAY JOHNSON IS HANDLING HIS JOB AS PRESIDENT?,,,04/9/1968,Gallup Organization,,Gallup Poll (AIPO),04/4/1968,04/9/1968,Y,National adult,1504,,Face-to-face interview,
USGALLUP.760.Q011,No opinion,12,DO YOU APPROVE OR DISAPPROVE OF THE WAY JOHNSON IS HANDLING HIS JOB AS PRESIDENT?,,,04/9/1968,Gallup Organization,,Gallup Poll (AIPO),04/4/1968,04/9/1968,Y,National adult,1504,,Face-to-face interview,
USGALLUP.916.Q008,Approve,52,Do you approve or disapprove of the way Ford is handling his job as President?,,,10/14/1974,Gallup Organization,,Gallup Poll (AIPO),10/11/1974,10/14/1974,Y,National Adult,1586,,Face-to-face interview,
USGALLUP.916.Q008,Disapprove,29,Do you approve or disapprove of the way Ford is handling his job as President?,,,10/14/1974,Gallup Organization,,Gallup Poll (AIPO),10/11/1974,10/14/1974,Y,National Adult,1586,,Face-to-face interview,
USGALLUP.916.Q008,No opinion,19,Do you approve or disapprove of the way Ford is handling his job as President?,,,10/14/1974,Gallup Organization,,Gallup Poll (AIPO),10/11/1974,10/14/1974,Y,National Adult,1586,,Face-to-face interview,
USGALLUP.1974-886.QK01,Approve,23,Do you approve or disapprove of the way Richard Nixon is handling his job as President?,,,01/31/1974,Gallup Organization,,Gallup Poll,01/4/1974,01/7/1974,Y,National adult,1589,,Face-to-face interview,
USGALLUP.1974-886.QK01,Disapprove,55,Do you approve or disapprove of the way Richard Nixon is handling his job as President?,,,01/31/1974,Gallup Organization,,Gallup Poll,01/4/1974,01/7/1974,Y,National adult,1589,,Face-to-face interview,
USGALLUP.1974-886.QK01,No opinion,22,Do you approve or disapprove of the way Richard Nixon is handling his job as President?,,,01/31/1974,Gallup Organization,,Gallup Poll,01/4/1974,01/7/1974,Y,National adult,1589,,Face-to-face interview,
USGALLUP.917.Q009,Approve,53,DO YOU APPROVE OR DISAPPROVE OF THE WAY FORD IS HANDLING HIS JOB AS PRESIDENT?,,,10/21/1974,Gallup Organization,,Gallup Poll (AIPO),10/18/1974,10/21/1974,Y,National Adult,1595,,Face-to-face interview,
USGALLUP.917.Q009,Disapprove,29,DO YOU APPROVE OR DISAPPROVE OF THE WAY FORD IS HANDLING HIS JOB AS PRESIDENT?,,,10/21/1974,Gallup Organization,,Gallup Poll (AIPO),10/18/1974,10/21/1974,Y,National Adult,1595,,Face-to-face interview,
USGALLUP.917.Q009,No opinion,18,DO YOU APPROVE OR DISAPPROVE OF THE WAY FORD IS HANDLING HIS JOB AS PRESIDENT?,,,10/21/1974,Gallup Organization,,Gallup Poll (AIPO),10/18/1974,10/21/1974,Y,National Adult,1595,,Face-to-face interview,
USGALLUP.900-1.Q1,Approve,26,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,04/29/1974,Gallup Organization,,Gallup Poll (AIPO),04/19/1974,04/29/1974,Y,National Adult,1586,,Face-to-face interview,COMBINED RESULTS OF AIPO900 (4/19-22/74) AND 901 (4/26-29/74)
USGALLUP.900-1.Q1,Disapprove,60,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,04/29/1974,Gallup Organization,,Gallup Poll (AIPO),04/19/1974,04/29/1974,Y,National Adult,1586,,Face-to-face interview,COMBINED RESULTS OF AIPO900 (4/19-22/74) AND 901 (4/26-29/74)
USGALLUP.900-1.Q1,No opinion,14,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,04/29/1974,Gallup Organization,,Gallup Poll (AIPO),04/19/1974,04/29/1974,Y,National Adult,1586,,Face-to-face interview,COMBINED RESULTS OF AIPO900 (4/19-22/74) AND 901 (4/26-29/74)
USGALLUP.809.Q001,Approve,54,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,06/23/1970,Gallup Organization,,Gallup Poll (AIPO),06/18/1970,06/23/1970,Y,National adult,1513,,Face-to-face interview,
USGALLUP.809.Q001,Disapprove,31,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,06/23/1970,Gallup Organization,,Gallup Poll (AIPO),06/18/1970,06/23/1970,Y,National adult,1513,,Face-to-face interview,
USGALLUP.809.Q001,No opinion,14,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,06/23/1970,Gallup Organization,,Gallup Poll (AIPO),06/18/1970,06/23/1970,Y,National adult,1513,,Face-to-face interview,
USGALLUP.913.Q01,Approve,71,"JUST YOUR FIRST IMPRESSION, DO YOU APPROVE OR DISAPPROVE OF THE WAY FORD IS HANDLING HIS JOB AS PRESIDENT?",,,08/19/1974,Gallup Organization,,Gallup Poll (AIPO),08/16/1974,08/19/1974,Y,National Adult,1590,,Face-to-face interview,
USGALLUP.913.Q01,Disapprove,3,"JUST YOUR FIRST IMPRESSION, DO YOU APPROVE OR DISAPPROVE OF THE WAY FORD IS HANDLING HIS JOB AS PRESIDENT?",,,08/19/1974,Gallup Organization,,Gallup Poll (AIPO),08/16/1974,08/19/1974,Y,National Adult,1590,,Face-to-face interview,
USGALLUP.913.Q01,No opinion,26,"JUST YOUR FIRST IMPRESSION, DO YOU APPROVE OR DISAPPROVE OF THE WAY FORD IS HANDLING HIS JOB AS PRESIDENT?",,,08/19/1974,Gallup Organization,,Gallup Poll (AIPO),08/16/1974,08/19/1974,Y,National Adult,1590,,Face-to-face interview,
USGALLUP.68-765.R001,Approve,40,Do you approve or disapprove of the way Johnson is handling his job as President?,,,07/23/1968,Gallup Organization,,Gallup Poll,07/18/1968,07/23/1968,Y,National adult,1526,,Face-to-face interview,
USGALLUP.68-765.R001,Disapprove,48,Do you approve or disapprove of the way Johnson is handling his job as President?,,,07/23/1968,Gallup Organization,,Gallup Poll,07/18/1968,07/23/1968,Y,National adult,1526,,Face-to-face interview,
USGALLUP.68-765.R001,No opinion,13,Do you approve or disapprove of the way Johnson is handling his job as President?,,,07/23/1968,Gallup Organization,,Gallup Poll,07/18/1968,07/23/1968,Y,National adult,1526,,Face-to-face interview,
USGALLUP.783.Q001,Approve,63,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,06/24/1969,Gallup Organization,,Gallup Poll (AIPO),06/19/1969,06/24/1969,Y,National adult,1551,,Face-to-face interview,
USGALLUP.783.Q001,Disapprove,16,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,06/24/1969,Gallup Organization,,Gallup Poll (AIPO),06/19/1969,06/24/1969,Y,National adult,1551,,Face-to-face interview,
USGALLUP.783.Q001,No opinion,21,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,06/24/1969,Gallup Organization,,Gallup Poll (AIPO),06/19/1969,06/24/1969,Y,National adult,1551,,Face-to-face interview,
USGALLUP.883.Q01A,Approve,27,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,11/5/1973,Gallup Organization,,Gallup Poll (AIPO),11/2/1973,11/5/1973,Y,National adult,1550,,Face-to-face interview,
USGALLUP.883.Q01A,Disapprove,63,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,11/5/1973,Gallup Organization,,Gallup Poll (AIPO),11/2/1973,11/5/1973,Y,National adult,1550,,Face-to-face interview,
USGALLUP.883.Q01A,No opinion,10,DO YOU APPROVE OR DISAPPROVE OF THE WAY NIXON IS HANDLING HIS JOB AS PRESIDENT?,,,11/5/1973,Gallup Organization,,Gallup Poll (AIPO),11/2/1973,11/5/1973,Y,National adult,1550,,Face-to-face interview,
USGALLUP.968.Q001,Approve,71,Do you approve or disapprove of the way Carter is handling his job as president?,,,02/21/1977,Gallup Organization,,Gallup Poll,02/18/1977,02/21/1977,Y,National Adult,1589,,Face-to-face interview,
USGALLUP.968.Q001,Disapprove,9,Do you approve or disapprove of the way Carter is handling his job as president?,,,02/21/1977,Gallup Organization,,Gallup Poll,02/18/1977,02/21/1977,Y,National Adult,1589,,Face-to-face interview,
USGALLUP.968.Q001,No opinion,20,Do you approve or disapprove of the way Carter is handling his job as president?,,,02/21/1977,Gallup Organization,,Gallup Poll,02/18/1977,02/21/1977,Y,National Adult,1589,,Face-to-face interview,
USGALLUP.1155.Q01,Approve,38,Do you approve or disapprove of the way Carter is handling his job as President?,,,05/19/1980,Gallup Organization,,Gallup Poll (AIPO),05/16/1980,05/19/1980,Y,National Adult,1582,,Face-to-face interview,
USGALLUP.1155.Q01,Disapprove,51,Do you approve or disapprove of the way Carter is handling his job as President?,,,05/19/1980,Gallup Organization,,Gallup Poll (AIPO),05/16/1980,05/19/1980,Y,National Adult,1582,,Face-to-face interview,
USGALLUP.1155.Q01,No opinion,11,Do you approve or disapprove of the way Carter is handling his job as President?,,,05/19/1980,Gallup Organization,,Gallup Poll (AIPO),05/16/1980,05/19/1980,Y,National Adult,1582,,Face-to-face interview,
USGALNEW.053083.R1,Approve,48,Do you approve or disapprove of the way Ronald Reagan is handling his job as President?,,,05/30/1983,Gallup Organization,Newsweek,Gallup/Newsweek Poll,05/14/1983,05/17/1983,Y,National Adult,915,,Telephone Interview,
USGALNEW.053083.R1,Disapprove,41,Do you approve or disapprove of the way Ronald Reagan is handling his job as President?,,,05/30/1983,Gallup Organization,Newsweek,Gallup/Newsweek Poll,05/14/1983,05/17/1983,Y,National Adult,915,,Telephone Interview,
USGALNEW.053083.R1,Don't know,11,Do you approve or disapprove of the way Ronald Reagan is handling his job as President?,,,05/30/1983,Gallup Organization,Newsweek,Gallup/Newsweek Poll,05/14/1983,05/17/1983,Y,National Adult,915,,Telephone Interview,
USGALLUP.1151.Q01A,Approve,39,Do you approve or disapprove of the way Carter is handling his job as President?,,,03/31/1980,Gallup Organization,,Gallup Poll (AIPO),03/28/1980,03/31/1980,Y,National Adult,1571,,Face-to-face interview,
USGALLUP.1151.Q01A,Disapprove,51,Do you approve or disapprove of the way Carter is handling his job as President?,,,03/31/1980,Gallup Organization,,Gallup Poll (AIPO),03/28/1980,03/31/1980,Y,National Adult,1571,,Face-to-face interview,
USGALLUP.1151.Q01A,No opinion,10,Do you approve or disapprove of the way Carter is handling his job as President?,,,03/31/1980,Gallup Organization,,Gallup Poll (AIPO),03/28/1980,03/31/1980,Y,National Adult,1571,,Face-to-face interview,
USGALLUP.210-1.R06,Approve,37,Do you approve or disapprove of the way Ronald Reagan is handling his job as President?,,,03/1/1983,Gallup Organization,,Gallup Report,01/14/1983,01/17/1983,Y,National Adult,1574,,Face-to-face interview,
USGALLUP.210-1.R06,Disapprove,54,Do you approve or disapprove of the way Ronald Reagan is handling his job as President?,,,03/1/1983,Gallup Organization,,Gallup Report,01/14/1983,01/17/1983,Y,National Adult,1574,,Face-to-face interview,
USGALLUP.210-1.R06,No opinion,9,Do you approve or disapprove of the way Ronald Reagan is handling his job as President?,,,03/1/1983,Gallup Organization,,Gallup Report,01/14/1983,01/17/1983,Y,National Adult,1574,,Face-to-face interview,
USGALLUP.993.Q001,Approve,47,Do you approve or disapprove of the way Carter is handling his job as President?,,,02/13/1978,Gallup Organization,,Gallup Poll (AIPO),02/10/1978,02/13/1978,Y,National Adult,1515,,Face-to-face interview,
USGALLUP.993.Q001,Disapprove,35,Do you approve or disapprove of the way Carter is handling his job as President?,,,02/13/1978,Gallup Organization,,Gallup Poll (AIPO),02/10/1978,02/13/1978,Y,National Adult,1515,,Face-to-face interview,
USGALLUP.993.Q001,No opinion,19,Do you approve or disapprove of the way Carter is handling his job as President?,,,02/13/1978,Gallup Organization,,Gallup Poll (AIPO),02/10/1978,02/13/1978,Y,National Adult,1515,,Face-to-face interview,
USGALLUP.070882.R1,Approve,45,Do you approve or disapprove of the way Ronald Reagan is handling his job as President?,,,07/8/1982,Gallup Organization,,Gallup Poll,06/11/1982,06/14/1982,Y,National Adult,1504,,Face-to-face interview,
USGALLUP.070882.R1,Disapprove,45,Do you approve or disapprove of the way Ronald Reagan is handling his job as President?,,,07/8/1982,Gallup Organization,,Gallup Poll,06/11/1982,06/14/1982,Y,National Adult,1504,,Face-to-face interview,
USGALLUP.070882.R1,No opinion,10,Do you approve or disapprove of the way Ronald Reagan is handling his job as President?,,,07/8/1982,Gallup Organization,,Gallup Poll,06/11/1982,06/14/1982,Y,National Adult,1504,,Face-to-face interview,
USGALLUP.210-2.R3,Approve,37,Do you approve or disapprove of the way Ronald Reagan is handling his job as President?,,,03/1/1983,Gallup Organization,,Gallup Report,01/21/1983,01/24/1983,Y,National Adult,1515,,Face-to-face interview,
USGALLUP.210-2.R3,Disapprove,53,Do you approve or disapprove of the way Ronald Reagan is handling his job as President?,,,03/1/1983,Gallup Organization,,Gallup Report,01/21/1983,01/24/1983,Y,National Adult,1515,,Face-to-face interview,
USGALLUP.210-2.R3,No opinion,10,Do you approve or disapprove of the way Ronald Reagan is handling his job as President?,,,03/1/1983,Gallup Organization,,Gallup Report,01/21/1983,01/24/1983,Y,National Adult,1515,,Face-to-face interview,
USGALLUP.210-3.R7,Approve,35,Do you approve or disapprove of the way Ronald Reagan is handling his job as President?,,,03/1/1983,Gallup Organization,,Gallup Report,01/28/1983,01/31/1983,Y,National Adult,1555,,Face-to-face interview,
USGALLUP.210-3.R7,Disapprove,56,Do you approve or disapprove of the way Ronald Reagan is handling his job as President?,,,03/1/1983,Gallup Organization,,Gallup Report,01/28/1983,01/31/1983,Y,National Adult,1555,,Face-to-face interview,
USGALLUP.210-3.R7,No opinion,9,Do you approve or disapprove of the way Ronald Reagan is handling his job as President?,,,03/1/1983,Gallup Organization,,Gallup Report,01/28/1983,01/31/1983,Y,National Adult,1555,,Face-to-face interview,
